File name,Plain text,SSML
Untitled-0001,"yesterday
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">yesterday
</voice></speak>"
Untitled-0002,"the keys
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">the keys
</voice></speak>"
Untitled-0003,"to the cabinets
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">to the cabinets
</voice></speak>"
Untitled-0004,"apparently
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">apparently
</voice></speak>"
Untitled-0005,"are
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">are
</voice></speak>"
Untitled-0006,"on the table
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">on the table
</voice></speak>"
Untitled-0007,"the key
","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">the key
</voice></speak>"
Untitled-0008,"to the cabinet","<!--ID=B7267351-473F-409D-9765-754A8EBCDE05;Version=1|{""VoiceNameToIdMapItems"":[{""Id"":""cff02830-c816-45bf-ba0c-ab8bd0210a5e"",""Name"":""en-US-Ava:DragonHDLatestNeural"",""ShortName"":""en-US-Ava:DragonHDLatestNeural"",""Locale"":""en-us"",""VoiceType"":""StandardVoice""}]}-->
<speak version=""1.0"" xmlns=""http://www.w3.org/2001/10/synthesis"" xmlns:mstts=""http://www.w3.org/2001/mstts"" xmlns:emo=""http://www.w3.org/2009/10/emotionml"" xml:lang=""en-US""><voice name=""en-US-Ava:DragonHDLatestNeural"">to the cabinet</voice></speak>"
